unit_id,age_years,ambient_c,load_pu,top_oil_c,hotspot_c,ageing_rate,voltage_dev_pct,load_current_a,h2_ppm,ch4_ppm,c2h6_ppm,c2h4_ppm,c2h2_ppm,co_ppm,moisture_ppm,pd_pc,oil_bdv_kv,fault_type,health_index,health_class
TX115,13.0,42.4,0.655,74.5,85.6,0.07,2.32,115.1,10.4,3.6,7.0,1.5,0.06,634.3,13.4,80.0,60.1,normal,86.8,0
TX115,13.0,21.9,0.991,66.6,88.3,0.095,-2.73,165.7,13.4,3.6,5.5,7.3,2.93,690.9,19.3,63.3,49.9,normal,84.5,1
TX115,13.0,28.7,0.961,72.3,92.9,0.161,2.44,165.0,14.3,9.0,2.4,3.2,2.14,377.6,19.1,82.9,52.4,normal,84.1,1
TX116,27.0,41.8,0.475,66.6,73.3,0.016,1.06,80.9,2026.6,185.3,79.4,44.3,11.81,838.1,26.1,2221.3,46.5,PD,45.8,3
TX116,27.0,37.2,0.632,68.3,78.9,0.031,0.3,109.6,195.7,599.8,412.8,122.0,4.83,1227.5,32.9,159.1,50.9,T1,52.4,2
TX117,38.0,14.7,0.878,55.3,73.1,0.015,-1.44,149.8,23.6,15.1,18.9,10.7,2.73,1034.2,30.9,15.5,48.4,normal,75.9,1
TX117,38.0,16.7,0.885,57.5,75.6,0.021,0.69,160.2,521.8,1134.1,569.2,1382.2,51.55,1631.6,32.1,84.0,39.1,T2,40.9,3
TX118,22.2,13.3,1.067,60.7,85.1,0.066,-0.13,184.3,162.0,205.0,62.2,853.6,35.92,842.0,23.6,11.6,52.8,T3,66.4,2
TX118,22.2,19.5,0.808,57.4,73.0,0.015,0.68,141.0,30.3,8.5,9.6,11.3,0.55,960.9,21.2,76.1,60.9,normal,81.2,1
TX118,22.2,23.9,0.717,58.4,71.3,0.012,-0.58,121.9,121.5,406.1,215.9,294.5,6.38,965.5,30.0,18.7,53.7,T2,62.8,2
TX118,22.2,9.4,0.614,39.9,50.0,0.001,0.01,108.3,235.3,592.2,281.3,854.2,3.67,1137.6,24.6,17.8,48.7,T2,59.6,2
TX119,35.0,31.0,1.037,77.3,100.7,0.376,-2.64,180.6,1200.5,703.1,250.0,493.4,2641.54,1215.0,32.5,1240.3,32.3,D2,34.7,3
TX119,35.0,30.4,0.655,62.5,73.7,0.017,-1.48,112.5,17.3,14.9,17.4,16.0,2.03,1157.1,23.9,23.3,51.4,normal,79.5,1
TX119,35.0,26.9,0.877,67.4,85.2,0.067,0.35,152.5,23.7,5.9,15.8,6.9,2.4,1065.1,21.8,111.5,46.1,normal,75.2,1
TX120,12.3,29.1,0.409,51.1,56.4,0.002,1.77,74.7,18.0,9.1,8.7,4.8,0.03,444.6,15.2,63.2,51.6,normal,86.5,0
TX120,12.3,32.3,0.721,66.9,80.0,0.036,1.48,124.1,8.8,8.5,4.3,4.1,1.45,460.9,18.3,22.6,60.9,normal,87.3,0
TX120,12.3,36.8,0.941,79.6,99.6,0.336,1.72,166.5,15.5,13.9,3.3,0.8,0.91,517.4,6.4,30.7,55.4,normal,89.9,0
TX121,14.5,17.1,0.681,50.2,62.1,0.004,0.89,119.3,0.1,3.1,3.6,3.9,1.25,550.2,12.1,60.6,56.3,normal,87.6,0
TX121,14.5,35.7,0.472,60.4,67.0,0.007,-1.77,84.7,9.0,5.9,4.8,3.9,2.51,669.5,13.0,70.4,58.9,normal,86.6,0
TX121,14.5,26.0,0.734,61.1,74.5,0.018,1.24,123.9,175.1,201.2,121.0,983.2,35.35,854.2,16.9,9.6,44.2,T3,63.5,2
TX121,14.5,27.3,0.9,68.7,87.3,0.085,1.23,154.6,5.7,7.2,12.2,8.4,1.81,626.8,12.9,40.3,59.1,normal,87.8,0
TX122,18.4,38.6,1.278,93.4,125.9,4.783,-0.76,213.1,317.8,350.4,233.0,923.1,30.54,945.9,25.8,82.4,44.0,T2,42.5,3
TX122,18.4,27.6,0.685,60.9,72.9,0.015,1.72,119.2,210.5,595.3,187.9,1931.0,-1.0,935.1,23.5,30.3,44.6,T3,53.5,2
TX123,11.4,32.4,0.859,72.2,89.5,0.109,0.83,149.9,13.1,7.6,4.8,1.4,0.67,486.8,,70.1,63.6,normal,83.8,1
TX123,11.4,22.1,0.8,59.7,75.1,0.02,-0.23,140.2,11.9,8.2,8.4,1.4,0.86,647.4,18.4,41.7,54.9,normal,86.3,0
TX123,11.4,30.0,0.443,53.4,59.4,0.003,2.06,77.5,86.0,220.6,66.6,276.1,24.77,832.3,10.2,6.5,60.2,T3,76.8,1
TX124,4.2,7.2,0.918,49.3,68.5,0.009,1.71,163.6,179.1,231.9,18.2,308.2,13.74,449.5,16.8,16.5,54.2,T3,67.9,2
TX124,4.2,22.4,0.39,43.6,48.5,0.001,0.7,67.9,5.5,4.1,3.8,2.9,0.51,304.4,12.4,42.1,65.1,normal,90.4,0
TX125,14.1,27.5,0.786,64.6,79.5,0.034,-0.84,133.9,10.6,6.1,4.3,0.8,0.85,607.3,20.1,169.6,53.0,normal,82.3,1
TX125,14.1,8.4,1.087,56.5,81.6,0.043,0.55,187.9,19.9,9.7,3.0,8.6,0.31,562.2,22.5,210.1,59.0,normal,80.6,1
TX126,14.4,29.4,0.784,66.4,81.3,0.042,5.65,131.0,6.8,8.4,9.8,4.9,0.51,522.3,20.4,58.8,39.9,normal,78.5,1
TX126,14.4,33.3,0.874,73.7,91.5,0.137,-2.94,143.1,77.8,234.7,136.1,131.5,3.46,724.6,12.3,100.5,49.4,T1,74.8,1
TX126,14.4,21.0,0.408,43.0,48.2,0.001,1.91,67.6,192.5,509.5,121.4,193.1,9.87,987.1,25.1,64.8,50.1,T1,57.0,2
TX126,14.4,17.4,0.754,53.3,67.3,0.007,-7.5,141.5,14.6,8.7,10.2,6.9,1.13,615.5,13.5,56.4,54.6,normal,86.8,0
TX127,26.7,20.9,0.807,58.8,74.4,0.018,0.7,141.6,15.4,20.3,9.1,6.3,2.34,967.9,23.5,266.0,55.5,normal,76.7,1
TX127,26.7,21.5,0.473,46.2,52.8,0.001,0.06,81.6,207.9,654.1,388.3,1575.5,29.96,1172.5,27.6,99.0,46.7,T2,48.5,3
TX127,26.7,15.1,0.858,54.9,72.1,0.014,-0.83,145.9,37.2,12.6,6.0,7.2,0.38,789.8,26.5,36.2,55.6,normal,79.4,1
TX128,18.6,28.2,0.894,69.4,87.8,0.089,0.32,155.6,20.4,12.3,5.7,5.2,0.14,743.8,20.6,17.7,51.7,normal,85.3,0
TX128,18.6,28.6,0.973,72.6,93.7,0.175,2.04,166.3,31.0,7.1,5.2,1.1,0.63,722.5,16.0,11.3,52.7,normal,88.0,0
TX128,18.6,11.2,0.664,43.6,55.0,0.001,2.22,119.9,13.0,8.8,9.3,8.7,1.47,790.9,25.0,43.9,56.5,normal,81.8,1
TX129,27.8,21.5,0.936,64.2,84.0,0.058,-0.63,170.3,19.6,18.1,16.2,10.1,2.36,849.4,26.2,14.2,46.5,normal,79.2,1
TX129,27.8,42.2,0.815,80.4,96.3,0.233,2.49,141.2,39.6,12.8,10.0,1.5,2.21,897.5,21.7,101.2,55.9,normal,79.0,1
TX129,27.8,38.0,0.854,77.6,94.7,0.196,1.27,156.9,2186.1,548.6,121.0,673.3,1861.17,1122.6,36.1,718.4,39.1,D1,36.2,3
TX129,27.8,21.0,0.748,56.7,70.5,0.011,1.26,130.2,132.2,456.6,132.4,367.3,5.12,1108.9,31.8,51.9,54.6,T2,59.6,2
TX130,26.3,28.1,0.721,62.7,75.8,0.021,0.38,128.2,17.0,20.4,22.1,1.6,1.67,816.5,23.0,68.1,54.7,normal,79.8,1
TX130,26.3,21.8,0.776,58.5,73.2,0.016,-6.11,140.8,6.6,5.2,4.2,8.3,0.78,957.6,16.1,71.6,42.8,normal,78.8,1
TX131,6.4,3.5,0.919,45.6,64.8,0.005,-3.09,168.5,312.2,141.5,24.3,18.6,1.7,457.0,12.4,515.1,56.8,PD,66.2,2
TX131,6.4,16.8,0.763,53.1,67.3,0.007,-1.24,131.3,108.5,394.8,219.3,92.1,3.75,662.3,23.3,34.1,50.7,T1,65.4,2
TX131,6.4,17.2,1.08,65.1,90.0,0.115,2.03,190.3,7.2,7.0,3.0,3.7,0.09,343.4,13.3,10.2,56.6,normal,92.4,0
TX131,6.4,15.3,0.486,40.6,47.5,0.0,1.2,82.5,9.0,9.8,4.6,0.8,0.51,382.0,16.0,5.6,62.1,normal,92.4,0
TX132,8.6,24.4,0.606,54.6,64.5,0.005,-2.94,107.7,41.6,197.8,34.0,249.2,4.07,547.7,9.2,69.1,54.0,T2,77.3,1
TX132,8.6,18.2,0.951,61.4,81.7,0.044,-1.78,170.2,0.8,6.7,9.5,6.3,0.79,416.3,11.2,65.8,56.6,normal,89.0,0
TX132,8.6,23.4,0.511,49.7,57.3,0.002,-2.63,94.8,3.1,8.1,4.4,4.9,0.65,518.2,13.1,34.0,54.5,normal,89.6,0
TX132,8.6,29.8,0.673,62.6,74.2,0.018,1.42,120.2,4.4,4.8,8.0,1.5,1.17,457.4,,0.0,66.3,normal,87.5,0
TX133,10.3,12.0,0.939,54.8,74.7,0.019,0.8,158.9,11.6,6.4,3.2,8.2,1.2,672.4,8.9,9.6,53.3,normal,92.7,0
TX133,10.3,11.6,0.935,54.3,74.1,0.017,2.18,159.6,13.6,12.5,2.9,3.6,1.82,457.6,12.6,91.7,59.7,normal,87.1,0
TX133,10.3,23.6,0.715,58.0,70.9,0.012,-0.6,124.3,6.7,4.1,10.6,3.8,0.48,464.1,24.4,27.2,63.9,normal,85.1,0
TX134,21.7,12.2,0.554,40.2,48.8,0.001,1.08,100.8,13.1,7.8,16.7,8.1,1.85,761.5,19.8,77.8,45.0,normal,79.2,1
TX134,21.7,22.7,0.814,60.9,76.7,0.024,0.78,150.8,22.7,2.8,11.4,4.9,1.37,597.7,20.4,145.3,59.5,normal,80.5,1
TX134,21.7,19.4,0.644,51.0,61.9,0.004,-0.78,109.3,330.6,489.1,82.8,311.1,579.97,766.9,34.8,0.0,52.4,D1,46.7,3
TX134,21.7,26.6,0.653,58.6,69.7,0.01,-4.06,113.1,17.0,7.6,15.1,6.7,1.41,545.3,20.7,113.9,62.6,normal,80.9,1
TX135,10.0,17.1,0.787,54.2,69.2,0.009,0.15,144.8,2.6,2.2,5.1,5.1,2.84,445.0,18.5,52.8,50.3,normal,86.1,0
TX135,10.0,22.5,0.951,65.7,86.0,0.073,-1.83,167.1,3.6,5.2,3.6,2.6,1.53,529.2,11.5,127.7,58.2,normal,87.2,0
TX135,10.0,23.4,0.454,47.4,53.6,0.001,-0.63,79.4,16.8,3.3,8.2,1.4,0.78,588.5,18.5,76.7,58.6,normal,85.4,0
TX136,14.0,21.2,0.784,58.2,73.1,0.015,-0.22,144.7,16.4,7.4,5.0,3.6,-1.0,523.6,16.2,82.4,55.8,normal,85.1,0
TX136,14.0,21.9,0.746,57.4,71.2,0.012,-1.88,128.6,4.9,3.2,4.2,6.7,0.19,539.6,21.6,108.4,63.5,normal,82.7,1
TX136,14.0,30.5,0.981,74.8,96.1,0.23,-0.71,168.4,1105.6,228.5,61.0,16.9,7.64,482.9,19.3,1092.1,43.1,PD,48.4,3
TX137,20.7,34.2,0.764,70.5,84.8,0.063,2.14,125.1,14.5,11.3,0.5,6.4,5.3,747.5,19.9,142.4,56.4,normal,80.6,1
TX137,20.7,47.1,0.904,88.7,107.4,0.766,0.23,155.6,8.0,10.9,2.6,8.6,1.22,765.3,17.0,127.4,49.9,normal,82.4,1
TX137,20.7,7.2,0.53,34.2,42.2,0.0,-3.88,91.7,16.7,14.1,5.6,9.6,0.83,737.2,16.1,195.4,57.6,normal,81.8,1
TX137,20.7,11.0,0.893,52.1,70.5,0.011,-3.02,155.1,24.2,9.9,10.2,10.2,3.45,753.0,18.3,89.2,48.1,normal,81.1,1
TX138,21.3,22.9,0.693,56.5,68.7,0.009,-3.0,125.8,23.2,10.9,14.1,5.4,0.08,612.4,14.2,58.7,43.3,normal,81.1,1
TX138,21.3,21.8,0.611,52.2,62.2,0.004,-1.8,113.6,20.5,5.9,4.0,8.6,0.89,751.8,23.3,58.8,52.5,normal,81.3,1
TX138,21.3,38.0,0.742,73.5,87.1,0.083,-0.76,136.6,21.8,13.2,12.9,2.2,2.05,939.1,19.7,31.2,52.6,normal,83.8,1
TX139,11.3,29.6,1.204,81.8,111.4,1.158,-1.97,215.3,8.4,6.9,3.2,3.6,2.57,576.3,16.5,34.2,56.6,normal,86.7,0
TX139,11.3,28.6,1.195,80.5,109.7,0.974,-0.56,216.4,18.3,1.0,3.6,4.3,0.1,388.7,,171.9,56.9,normal,84.2,1
TX140,9.5,15.4,0.785,52.5,67.4,0.007,-2.21,136.0,3.2,5.2,7.5,1.8,0.19,366.6,11.7,47.4,66.5,normal,89.4,0
TX140,9.5,14.9,1.052,61.7,85.6,0.07,2.12,177.9,9.1,12.4,4.6,2.8,1.2,227.7,15.1,127.3,57.5,normal,85.8,0
TX140,9.5,9.2,1.028,55.2,78.2,0.029,1.72,187.6,8.5,2.7,5.5,2.4,2.6,498.9,15.1,96.7,62.2,normal,86.3,0
TX141,27.3,23.2,0.787,60.3,75.3,0.02,-0.05,134.9,33.3,20.5,9.7,4.3,2.78,1001.3,25.3,56.8,48.1,normal,77.6,1
TX141,27.3,32.1,1.038,78.5,101.8,0.426,1.56,183.0,1741.9,437.4,193.2,1012.2,1158.36,989.8,30.4,1950.4,53.9,D2,45.2,3
TX141,27.3,16.1,0.77,52.7,67.2,0.007,-0.15,134.7,190.6,169.4,59.3,241.0,454.89,898.6,34.1,276.4,48.2,D1,51.9,3
TX142,13.1,14.1,0.771,50.7,65.2,0.006,1.67,135.7,12.3,0.6,5.7,5.8,0.95,761.6,21.2,319.5,63.3,normal,80.8,1
TX142,13.1,19.0,0.802,56.7,72.1,0.014,-1.94,142.0,8.2,8.6,3.6,1.7,0.89,548.5,8.5,20.2,48.8,normal,90.1,0
TX142,13.1,33.6,0.931,76.1,95.7,0.218,-0.67,168.5,17.5,9.4,6.6,6.4,1.69,594.8,21.3,36.7,44.4,normal,81.6,1
TX143,41.7,21.9,0.716,56.4,69.3,0.009,-2.11,125.4,176.3,1034.9,522.2,1437.1,22.07,1547.7,36.8,6.2,44.2,T2,49.5,3
TX143,41.7,18.1,0.793,55.5,70.6,0.011,1.3,143.6,338.3,642.0,433.4,219.3,11.58,1360.1,38.0,108.8,34.6,T1,39.3,3
TX143,41.7,20.7,0.532,47.8,55.8,0.002,1.08,87.6,19.9,25.2,22.7,3.4,0.22,1296.2,34.3,14.7,34.5,normal,66.3,2
TX143,41.7,25.5,0.863,65.5,82.8,0.05,2.67,148.3,25.9,13.9,18.8,9.4,0.54,1306.4,33.4,78.0,51.8,normal,71.9,1
TX144,15.1,35.4,0.957,78.8,99.3,0.325,-5.5,162.0,11.1,10.3,7.2,5.9,1.87,600.4,17.1,29.0,58.3,normal,86.5,0
TX144,15.1,24.6,1.117,73.7,100.0,0.349,-1.56,194.8,16.2,8.0,6.3,6.9,0.68,600.9,,59.2,62.3,normal,86.8,0
TX144,15.1,21.7,0.673,54.5,66.2,0.006,1.65,120.3,9.0,9.1,5.1,2.6,1.86,620.5,16.6,51.7,53.6,normal,85.7,0
TX144,15.1,21.8,0.667,54.4,65.9,0.006,-1.84,112.8,6.8,5.3,6.5,1.7,-1.0,526.6,10.7,32.3,59.3,normal,89.2,0
TX145,25.0,22.1,0.994,66.9,88.7,0.099,-0.25,169.3,4.5,21.1,20.2,3.5,0.21,804.2,21.7,79.4,48.7,normal,79.9,1
TX145,25.0,28.6,0.543,56.3,64.5,0.005,-3.05,93.9,5.8,21.2,6.2,5.0,0.28,918.2,29.8,15.5,53.7,normal,80.6,1
TX145,25.0,14.2,1.079,62.0,86.9,0.081,-0.72,194.1,247.0,348.2,320.1,72.8,8.59,994.1,21.8,32.5,44.2,T1,61.8,2
TX146,13.0,14.9,0.78,51.7,66.5,0.007,-2.52,134.7,9.0,5.7,8.6,7.5,2.11,520.9,16.9,22.5,52.3,normal,87.7,0
TX146,13.0,6.8,0.771,43.3,57.8,0.002,-3.8,138.6,19.8,11.3,3.8,0.2,0.96,348.8,20.6,162.2,55.1,normal,82.2,1
TX147,19.1,40.1,0.982,84.4,105.8,0.645,1.45,171.7,219.7,416.8,168.9,1173.9,13.38,1195.6,28.5,36.3,44.7,T2,50.5,3
TX147,19.1,30.3,0.751,66.1,80.0,0.036,-0.85,130.3,9.8,11.7,7.3,6.0,0.43,608.5,26.5,83.5,61.1,normal,79.9,1
TX147,19.1,20.8,0.653,52.8,64.0,0.005,2.38,111.7,27.2,8.8,14.6,0.3,1.13,903.7,19.6,19.9,52.1,normal,85.3,0
TX148,19.2,37.8,0.707,71.9,84.5,0.062,0.14,130.8,181.3,176.6,126.9,837.1,42.1,1100.9,24.4,27.1,45.7,T3,54.5,2
TX148,19.2,27.5,0.467,51.9,58.4,0.002,1.71,80.8,25.0,6.9,11.7,4.1,1.28,779.2,17.7,26.5,58.8,normal,85.5,0
TX148,19.2,19.8,0.79,57.1,72.2,0.014,5.16,142.6,8.0,10.1,7.7,2.9,0.21,730.9,17.1,22.3,52.7,normal,86.4,0
TX148,19.2,34.5,0.384,55.5,60.2,0.003,0.76,66.2,1.6,7.2,2.0,3.8,0.63,801.6,15.0,45.5,55.4,normal,85.9,0
TX149,38.5,16.9,0.929,59.3,78.8,0.031,-0.04,156.2,25.1,13.2,16.5,6.5,3.94,945.9,35.3,168.6,50.8,normal,70.1,1
TX149,38.5,24.1,0.579,53.2,62.3,0.004,-1.29,101.7,42.3,30.3,15.6,7.7,1.65,1360.8,,63.0,43.2,normal,69.9,2
TX149,38.5,33.8,0.759,69.9,84.0,0.058,-3.75,131.9,37.3,14.1,12.1,2.8,1.78,1142.8,28.2,49.0,44.7,normal,72.5,1
TX149,38.5,25.5,0.755,61.4,75.4,0.021,0.2,127.3,147.0,510.8,345.7,418.3,13.58,1248.4,37.0,24.8,39.7,T2,48.8,3
TX150,11.1,16.5,0.932,59.0,78.7,0.03,-1.85,161.9,543.2,307.6,98.4,1106.2,1503.68,455.8,24.7,260.8,57.4,D2,53.0,2
TX150,11.1,21.0,0.519,47.6,55.3,0.001,0.45,87.0,17.7,1.2,4.7,5.9,0.16,421.1,9.7,26.5,55.8,normal,90.6,0
TX150,11.1,25.0,0.818,63.4,79.3,0.033,0.79,143.7,17.9,4.8,2.9,1.8,0.09,501.0,11.8,30.4,46.9,normal,87.9,0
TX151,35.6,39.4,1.15,89.7,117.2,2.068,3.79,199.9,1492.1,513.8,122.7,837.1,1506.03,1202.1,29.6,93.1,39.2,D2,44.5,3
TX151,35.6,37.0,0.532,64.1,72.2,0.014,1.17,98.5,873.1,989.2,291.1,4011.9,53.56,1449.8,41.0,66.6,26.7,T3,31.6,3
TX151,35.6,38.5,0.668,71.1,82.6,0.049,0.74,115.9,19.8,6.7,6.0,8.8,1.37,1212.8,25.9,31.1,39.9,normal,72.6,1
TX151,35.6,21.2,0.571,50.0,58.9,0.002,-3.48,99.0,422.8,1090.8,239.5,826.8,21.31,1448.1,32.0,14.6,39.9,T2,45.6,3
TX152,18.4,20.5,0.81,58.5,74.2,0.018,0.09,148.2,10.4,15.3,9.2,2.0,0.44,708.9,24.0,77.0,50.7,normal,81.3,1
TX152,18.4,25.8,0.728,60.7,73.9,0.017,2.42,122.4,17.8,8.0,13.9,4.6,0.36,656.3,14.3,25.3,56.5,normal,87.3,0
TX153,21.5,25.3,0.894,66.4,84.8,0.064,5.74,153.8,244.7,535.5,480.6,192.5,15.61,1084.1,33.8,12.7,49.1,T1,56.0,2
TX153,21.5,24.2,0.992,69.0,90.7,0.125,0.49,178.6,11.6,12.8,7.1,9.9,1.03,864.2,12.2,60.0,51.9,normal,85.6,0
TX154,16.6,29.3,0.713,63.6,76.5,0.023,-1.4,128.0,8.1,9.6,11.4,7.1,0.06,729.2,21.6,27.7,54.1,normal,84.7,1
TX154,16.6,14.6,0.443,38.0,44.0,0.0,-2.92,78.9,18.6,5.9,8.0,7.6,1.81,646.3,17.4,107.1,56.4,normal,83.4,1
TX155,33.1,29.2,0.892,70.3,88.7,0.099,-3.1,159.0,1289.9,937.7,312.8,1529.3,1443.13,1070.2,35.5,689.1,30.2,D2,29.4,3
TX155,33.1,9.2,0.85,48.7,65.7,0.006,-0.93,147.2,22.2,16.7,9.3,3.8,0.82,1032.1,27.3,39.4,47.8,normal,76.5,1
TX155,33.1,17.1,0.668,49.7,61.2,0.003,1.25,120.4,52.6,16.2,4.1,10.0,1.05,1162.4,26.4,138.8,44.9,normal,72.2,1
TX155,33.1,34.9,0.807,72.8,88.4,0.096,0.74,141.3,394.1,786.0,480.4,221.3,10.86,1195.8,31.4,33.6,41.4,T1,49.4,3
TX156,29.5,23.3,0.711,57.5,70.3,0.011,-0.97,125.5,175.8,732.4,354.4,692.4,14.36,1221.0,29.1,57.0,42.4,T2,52.6,2
TX156,29.5,29.4,0.656,61.6,72.8,0.015,-1.26,114.2,26.7,7.3,7.5,4.3,1.34,1077.4,21.3,108.4,45.2,normal,76.3,1
TX156,29.5,30.7,0.888,71.6,89.7,0.112,0.39,153.4,1141.8,336.4,93.5,1197.1,2098.9,923.6,29.9,253.0,40.4,D2,46.2,3
TX156,29.5,20.7,0.763,56.9,71.2,0.012,-2.06,137.2,315.0,816.2,245.6,2996.1,78.36,1271.8,32.8,65.6,31.7,T3,37.6,3
TX157,16.8,34.5,1.113,83.6,109.7,0.969,-2.89,197.3,222.7,812.1,226.3,858.8,9.34,992.3,14.8,62.4,39.9,T2,54.7,2
TX157,16.8,19.5,0.586,48.8,58.2,0.002,0.16,106.2,10.9,4.1,6.5,4.4,0.21,807.7,15.4,21.7,61.4,normal,87.7,0
TX157,16.8,20.2,0.891,61.2,79.5,0.034,-2.24,153.2,16.3,6.0,9.2,9.5,1.03,708.0,20.9,0.0,47.1,normal,81.5,1
TX158,48.0,35.2,0.789,72.5,87.5,0.087,0.85,134.4,1866.5,717.1,112.2,133.4,16.37,1562.6,49.9,770.2,25.0,PD,22.0,3
TX158,48.0,24.4,0.794,61.9,77.1,0.025,-0.62,135.4,640.7,1110.1,564.8,1666.3,42.66,1801.0,44.1,27.0,20.2,T2,28.6,3
TX158,48.0,19.7,0.777,56.4,71.1,0.012,3.05,138.7,292.8,1067.7,387.8,1283.8,1.35,1665.0,47.2,113.3,35.6,T2,34.7,3
TX159,15.8,24.6,1.279,79.4,112.0,1.222,1.47,222.5,11.0,16.1,6.0,7.7,2.96,537.8,15.7,19.0,,normal,86.6,0
TX159,15.8,29.0,0.409,51.0,56.2,0.002,-2.28,71.8,20.7,6.5,8.6,5.7,2.44,620.4,9.2,51.8,55.2,normal,87.9,0
TX159,15.8,11.9,0.914,53.8,72.9,0.015,1.43,163.3,9.8,6.2,4.9,7.4,0.2,637.0,15.9,115.7,57.2,normal,84.3,1
TX160,27.2,17.5,0.567,46.1,54.9,0.001,1.53,99.8,4.5,4.4,8.5,5.6,0.9,935.6,22.3,40.2,55.2,normal,81.4,1
TX160,27.2,23.0,0.631,54.2,64.7,0.005,-3.26,107.4,2927.2,221.1,87.0,69.6,20.15,859.7,31.9,2753.5,38.8,PD,33.4,3
TX160,27.2,18.8,0.25,33.6,36.0,0.0,-0.65,42.1,1657.9,715.6,123.2,969.5,3011.41,770.9,25.6,486.8,38.2,D2,41.0,3
TX161,22.5,11.0,0.879,51.6,69.4,0.01,2.37,154.3,943.2,320.3,144.7,321.5,1386.63,935.2,31.0,170.7,37.1,D1,42.0,3
TX161,22.5,34.6,0.608,64.8,74.7,0.019,-5.14,102.8,13.9,12.7,3.6,4.7,2.09,824.2,26.4,45.2,57.5,normal,80.2,1
TX161,22.5,10.0,0.715,44.4,57.3,0.002,0.26,126.7,19.3,17.3,6.0,3.0,0.25,836.8,20.8,25.7,57.1,normal,83.6,1
TX161,22.5,31.1,0.819,69.4,85.4,0.068,2.11,142.8,285.5,498.6,365.6,298.9,13.74,1041.7,28.7,30.1,30.1,T1,42.6,3
TX162,21.4,28.2,0.972,72.2,93.2,0.166,0.48,167.6,14.8,9.0,2.5,4.2,1.7,611.0,16.4,37.2,59.9,normal,84.9,1
TX162,21.4,32.4,0.346,51.7,55.7,0.002,-2.67,61.0,12.4,9.5,9.1,2.6,2.63,705.2,17.8,88.7,48.5,normal,81.8,1
TX163,21.9,31.1,0.746,66.7,80.5,0.038,0.93,132.8,19.6,2.7,3.0,6.2,1.02,831.7,18.9,32.6,59.6,normal,84.1,1
TX163,21.9,21.1,0.649,53.0,64.0,0.005,-0.87,112.3,6.0,17.4,10.1,6.4,5.35,818.1,15.8,22.7,51.2,normal,85.7,0
TX164,14.6,22.0,0.932,64.5,84.1,0.059,-1.05,164.9,15.2,8.6,8.7,4.1,1.31,667.2,17.7,131.4,54.3,normal,83.5,1
TX164,14.6,18.5,0.618,49.2,59.3,0.003,-1.23,109.7,10.5,5.5,1.0,2.0,0.67,713.4,19.2,70.5,,normal,80.0,1
TX164,14.6,23.8,1.049,70.5,94.3,0.187,-2.61,194.4,166.7,573.1,405.5,172.0,0.15,990.4,,22.8,50.3,T1,60.7,2
TX165,11.7,20.2,0.771,56.8,71.3,0.012,-1.19,138.0,4.2,6.5,1.9,2.3,1.67,546.4,9.5,44.8,61.0,normal,89.5,0
TX165,11.7,13.5,1.15,63.8,91.3,0.134,-0.56,209.5,10.8,6.3,4.1,6.3,0.61,384.5,12.7,80.6,63.4,normal,87.2,0
TX166,29.1,16.5,0.781,53.4,68.2,0.008,-0.1,144.0,23.1,2.9,9.3,5.1,2.09,811.0,23.5,88.1,46.5,normal,76.6,1
TX166,29.1,20.8,0.952,64.1,84.4,0.061,-3.36,166.5,342.3,142.6,72.0,350.8,144.99,1100.7,27.3,45.1,35.2,D1,51.3,3
TX166,29.1,14.0,0.697,47.8,60.1,0.003,-1.53,125.4,2016.0,334.3,47.8,59.0,7.85,898.7,28.4,615.0,45.9,PD,46.0,3
TX166,29.1,33.3,0.659,65.6,76.8,0.024,-4.1,112.7,1271.0,228.9,117.1,397.8,980.9,909.5,30.3,708.5,41.9,D1,41.0,3
TX167,8.0,26.3,0.623,57.1,67.4,0.007,1.44,107.3,10.0,3.8,1.1,4.4,1.45,514.0,11.0,31.9,64.3,normal,90.5,0
TX167,8.0,2.2,0.72,36.8,49.8,0.001,-1.54,123.2,9.3,4.0,9.7,0.1,0.7,347.2,11.2,126.6,63.5,normal,87.9,0
TX168,10.3,11.4,0.519,38.0,45.7,0.0,-0.64,90.4,11.0,8.0,1.5,2.2,2.74,467.4,20.6,21.1,60.6,normal,86.9,0
TX168,10.3,15.3,1.081,63.2,88.1,0.093,-5.43,187.9,5.4,9.9,3.7,3.0,1.08,433.2,16.9,61.2,47.1,normal,84.8,1
TX168,10.3,29.6,0.52,56.3,64.0,0.005,-1.19,85.8,4.4,3.7,5.7,2.1,0.18,515.1,13.5,52.6,60.0,normal,88.3,0
TX168,10.3,15.4,0.664,47.9,59.3,0.003,-0.53,120.0,12.5,11.1,5.0,4.4,2.06,509.1,14.4,30.8,63.5,normal,88.5,0
TX169,19.2,27.1,0.834,66.0,82.5,0.048,-1.0,139.1,1420.9,221.2,46.3,19.5,17.7,699.7,27.8,546.0,42.9,PD,46.6,3
TX169,19.2,20.3,1.014,65.9,88.4,0.096,-3.0,182.1,7.3,6.4,3.9,8.9,1.09,770.1,23.4,17.2,52.6,normal,84.3,1
TX169,19.2,27.5,0.803,65.3,80.8,0.039,1.03,146.4,17.5,11.2,3.8,1.6,1.45,662.9,8.6,21.8,56.6,normal,89.0,0
TX169,19.2,38.3,0.568,66.9,75.8,0.021,2.62,95.8,225.8,694.0,388.4,262.8,7.43,1235.0,34.6,66.3,44.9,T1,47.6,3
